,Title,Date,Source,Label,Score,Organizations
15,"Amazon strikes green hydrogen deal with fuel cell maker Plug Power, sending shares up",2022-08-25,https://www.cnbc.com/2022/08/25/amazon-strikes-green-hydrogen-deal-with-fuel-cell-maker-plug-power.html?&qsearchterm=green%20hydrogen,positive,0.5736474990844727,"['Amazon', 'Plug Power']"
16,The race to make green hydrogen competitive is on. And Europe is building industrial-scale electrolyzers ...,2022-06-24,https://www.cnbc.com/2022/06/24/the-race-to-make-green-hydrogen-competitive-is-on.html?&qsearchterm=green%20hydrogen,neutral,0.633812427520752,[]
17,"We have years ahead to completely change the world’s biggest LNG market, says ‘green’ hydrogen ...",2023-05-11,https://www.cnbc.com/video/2023/05/11/tree-energy-solutions-discusses-green-hydrogen-and-e-methane.html?&qsearchterm=green%20hydrogen,positive,0.7067504525184631,['LNG']
18,Oil giant BP buys 40.5% stake in massive renewables and green hydrogen project,2022-06-15,https://www.cnbc.com/2022/06/15/bp-buys-40point5percent-stake-in-massive-renewables-and-green-hydrogen-project.html?&qsearchterm=green%20hydrogen,neutral,0.7351804375648499,['BP']
19,India’s green hydrogen rush lures companies but hurdles remain,2022-05-03,https://www.cnbc.com/2022/05/03/ambani-adani-in-indias-green-hydrogen-rush-but-hurdles-remain.html?&qsearchterm=green%20hydrogen,neutral,0.7546738982200623,[]
20,"UAE’s Masdar signs deal for green hydrogen projects in Egypt, targets exports to Europe",2022-04-26,https://www.cnbc.com/2022/04/26/masdar-signs-deal-for-major-green-hydrogen-projects-in-egypt.html?&qsearchterm=green%20hydrogen,neutral,0.8080012798309326,['Masdar']
21,"Green hydrogen looks attractive right now, Bernstein says. Here are its top stock picks",2022-04-06,https://www.cnbc.com/2022/04/06/bernsteins-top-stock-picks-as-green-hydrogen-becomes-more-attractive.html?&qsearchterm=green%20hydrogen,positive,0.8344523906707764,[]
22,"There’s a buzz about green hydrogen. But pink, produced using nuclear, may have a huge ...",2023-02-03,https://www.cnbc.com/2023/02/03/why-pink-hydrogen-produced-using-nuclear-may-have-a-big-role-to-play.html?&qsearchterm=green%20hydrogen,neutral,0.692720890045166,[]
23,Goldman Sachs picks 3 stocks to play India’s growing green hydrogen focus,2022-02-23,https://www.cnbc.com/2022/02/24/clean-energy-green-hydrogen-goldman-sachs-top-stock-picks-for-india.html?&qsearchterm=green%20hydrogen,neutral,0.5676199793815613,['Goldman Sachs']
24,Morgan Stanley says Biden-backed green subsidies will boost this little-known hydrogen stock,2023-02-09,https://www.cnbc.com/2023/02/09/morgan-stanley-says-eu-and-us-subsidies-to-boost-nel-hydrogen-shares.html?&qsearchterm=green%20hydrogen,positive,0.693457841873169,['Morgan Stanley']
25,"Danish energy fund to lead massive green hydrogen project in Spain, powered by wind and ...",2022-02-02,https://www.cnbc.com/2022/02/02/danish-energy-fund-to-lead-massive-green-hydrogen-project-in-spain.html?&qsearchterm=green%20hydrogen,positive,0.5563212633132935,[]
26,"‘In the end, all hydrogen needs to be green’: CEO of German energy giant RWE",2021-12-16,https://www.cnbc.com/2021/12/16/in-the-end-all-hydrogen-needs-to-be-green-ceo-of-energy-giant-rwe.html?&qsearchterm=green%20hydrogen,neutral,0.7672112584114075,['RWE']
27,Lightsource bp to partner with Dourogas on green hydrogen projects in Portugal,2021-12-23,https://www.cnbc.com/2021/12/23/lightsource-bp-to-partner-with-dourogs-on-green-hydrogen-projects.html?&qsearchterm=green%20hydrogen,neutral,0.6931759119033813,"['Lights', 'Dourogas']"
28,Green hydrogen hub backed by $5 billion of investment planned for the UAE,2021-12-07,https://www.cnbc.com/2021/12/07/engie-masdar-establish-5-billion-green-hydrogen-alliance.html?&qsearchterm=green%20hydrogen,positive,0.515550971031189,[]
29,British firm JCB signs multibillion-dollar deal to import green hydrogen,2021-11-01,https://www.cnbc.com/2021/11/01/jcb-signs-deal-to-import-green-hydrogen-from-australia.html?&qsearchterm=green%20hydrogen,neutral,0.7861558794975281,['JCB']
30,We’ll need natural gas for years — but can start blending it with green hydrogen ...,2023-01-23,https://www.cnbc.com/2023/01/23/energy-ceo-thinks-natural-gas-will-be-around-for-years-to-come-.html?&qsearchterm=green%20hydrogen,neutral,0.7477204203605652,[]
31,British firm JCB signs multibillion-dollar deal to import green hydrogen,2021-11-01,https://www.cnbc.com/2021/11/01/jcb-signs-deal-to-import-green-hydrogen-from-australia.html?&qsearchterm=green%20hydrogen,neutral,0.7861558794975281,['JCB']
32,Huge $2.6 billion green hydrogen project planned for Europe,2021-12-03,https://www.cnbc.com/2021/12/03/iberdrola-h2-green-steel-partner-on-2point6-billion-green-hydrogen-plan.html?&qsearchterm=green%20hydrogen,positive,0.8110670447349548,[]
33,Shell teams up with Norsk Hydro to work on green hydrogen projects,2021-11-09,https://www.cnbc.com/2021/11/09/shell-teams-up-with-norsk-hydro-to-work-on-green-hydrogen-projects.html?&qsearchterm=green%20hydrogen,neutral,0.7386702299118042,"['Shell', 'Norsk Hydro']"
34,‘No commercial case for green hydrogen’ yet: Siemens Energy CEO,2021-10-20,https://www.cnbc.com/2021/10/20/no-commercial-case-for-green-hydrogen-yet-siemens-energy-ceo.html?&qsearchterm=green%20hydrogen,neutral,0.7860763072967529,['Siemens Energy']
35,UBS names 7 stocks set to pop on the green hydrogen theme,2021-08-16,https://www.cnbc.com/2021/08/15/green-hydrogen-ubs-names-7-stocks-set-to-pop-on-the-theme-.html?&qsearchterm=green%20hydrogen,neutral,0.6290518641471863,['UBS']
36,BP says Australia is an ideal place to scale up green hydrogen production,2021-08-11,https://www.cnbc.com/2021/08/11/bp-says-australia-is-ideal-place-to-scale-up-green-hydrogen-production.html?&qsearchterm=green%20hydrogen,positive,0.7467418909072876,['BP']
37,Wind turbine giant Siemens Gamesa lays out plan to drive down cost of ‘green’ hydrogen,2021-06-10,https://www.cnbc.com/2021/06/10/siemens-gamesa-lays-out-plan-to-drive-down-cost-of-green-hydrogen.html?&qsearchterm=green%20hydrogen,neutral,0.8136539459228516,['Siemens Gamesa']
38,How the Democrats’ Inflation Reduction Act could benefit Linde’s clean hydrogen projects,2022-08-15,https://www.cnbc.com/2022/08/15/how-the-democrats-inflation-reduction-act-could-benefit-lindes-clean-hydrogen-projects.html?&qsearchterm=green%20hydrogen,positive,0.5097478628158569,['Democrats']
39,India is turning to ‘green hydrogen’ in a bid to decarbonize its economy,2021-03-10,https://www.cnbc.com/2021/03/10/india-turns-to-green-hydrogen-in-a-bid-to-decarbonize-its-economy.html?&qsearchterm=green%20hydrogen,neutral,0.8422430157661438,[]
40,India is turning to ‘green hydrogen’ in a bid to decarbonize its economy,2021-03-10,https://www.cnbc.com/2021/03/10/india-turns-to-green-hydrogen-in-a-bid-to-decarbonize-its-economy.html?&qsearchterm=green%20hydrogen,neutral,0.8422430157661438,[]
41,A German city is hoping to repurpose an old coal plant to start producing green ...,2021-01-22,https://www.cnbc.com/2021/01/22/hamburg-hoping-to-repurpose-old-coal-plant-to-produce-green-hydrogen-.html?&qsearchterm=green%20hydrogen,neutral,0.7992634773254395,[]
42,Denmark to trial green hydrogen production using offshore wind turbines,2021-01-20,https://www.cnbc.com/2021/01/20/denmark-to-trial-green-hydrogen-production-using-offshore-wind-power.html?&qsearchterm=green%20hydrogen,neutral,0.8839131593704224,[]
43,Canada is set to have one of the world’s biggest green hydrogen plants,2021-01-19,https://www.cnbc.com/2021/01/19/canada-is-set-to-have-one-the-worlds-biggest-green-hydrogen-plants.html?&qsearchterm=green%20hydrogen,positive,0.8906533718109131,[]
44,Green hydrogen is about to pop — here are Wall Street’s top stocks for cashing ...,2021-02-11,https://www.cnbc.com/2021/02/11/green-hydrogen-stocks-picks-from-wall-street-analysts.html?&qsearchterm=green%20hydrogen,positive,0.8088676929473877,[]
45,ABB Process Automation: 20% of total abatement contribution could be green hydrogen by 2050,2022-09-02,https://www.cnbc.com/video/2022/09/02/abb-process-automation-20-percent-of-total-abatement-contribution-could-be-green-hydrogen-by-2050.html?&qsearchterm=green%20hydrogen,neutral,0.5204269289970398,['ABB Process Automation']
46,The investment opportunities in ‘green hydrogen’ might not be where you think,2020-10-13,https://www.cnbc.com/2020/10/13/investment-opportunity-in-green-hydrogen-may-not-be-where-you-think.html?&qsearchterm=green%20hydrogen,neutral,0.7122185230255127,[]
47,Shipping giant Maersk unveils world’s first vessel using green methanol,2023-09-14,https://www.cnbc.com/2023/09/14/shipping-giant-maersk-unveils-first-vessel-operating-on-green-methanol.html?&qsearchterm=green%20hydrogen,positive,0.5198242664337158,['Maersk']
48,Morgan Stanley says these hydrogen stocks will win as countries build up their energy infrastructure,2022-03-29,https://www.cnbc.com/2022/03/29/morgan-stanley-says-these-hydrogen-stocks-will-win-as-countries-build-up-their-energy-infrastructure.html?&qsearchterm=green%20hydrogen,positive,0.7511047124862671,['Morgan Stanley']
49,Shell says one of the largest hydrogen electrolyzers in the world is now up and ...,2022-01-28,https://www.cnbc.com/2022/01/28/green-hydrogen-one-of-planets-largest-electrolyzers-up-and-running.html?&qsearchterm=green%20hydrogen,neutral,0.5312393307685852,['Shell']
50,North Sea green hydrogen project to harness offshore wind and use existing pipeline,2022-02-16,https://www.cnbc.com/2022/02/16/green-hydrogen-demo-that-will-use-offshore-wind-planned-for-north-sea.html?&qsearchterm=green%20hydrogen,neutral,0.8054251074790955,[]
51,"Hydrogen power is gaining momentum, but critics say it’s neither efficient nor green enough",2022-01-06,https://www.cnbc.com/2022/01/06/what-is-green-hydrogen-vs-blue-hydrogen-and-why-it-matters.html?&qsearchterm=green%20hydrogen,negative,0.5609104037284851,[]
52,Want to cash in on ‘clean’ hydrogen? HSBC shares its stock picks — giving one ...,2023-04-25,https://www.cnbc.com/2023/04/25/want-to-cash-in-on-clean-hydrogen-hsbc-names-stocks-to-play-the-trend.html?&qsearchterm=green%20hydrogen,neutral,0.7277207970619202,['HSBC']
53,"After selling two software start-ups for over $1 billion, founder turns his focus to green ...",2022-01-25,https://www.cnbc.com/2022/01/25/h2pro-founded-by-ex-juno-viber-founder-raises-from-gates-fund.html?&qsearchterm=green%20hydrogen,neutral,0.5566644668579102,['green']
54,How green hydrogen will help power future ceramics production in Italy,2021-12-21,https://www.cnbc.com/video/2021/12/21/how-green-hydrogen-will-help-power-future-ceramics-production-in-italy.html?&qsearchterm=green%20hydrogen,neutral,0.5183805227279663,[]
55,Investment bank picks 7 ‘green hydrogen’ and ‘blue hydrogen’ winning stocks,2021-08-24,https://www.cnbc.com/2021/08/23/investing-ideas-green-hydrogen-and-blue-hydrogen-stocks.html?&qsearchterm=green%20hydrogen,positive,0.49954432249069214,['Investment']
56,Britain launches plan to ramp up ‘low carbon’ hydrogen capacity,2021-08-17,https://www.cnbc.com/2021/08/18/britain-launches-plan-to-ramp-up-low-carbon-hydrogen-capacity.html?&qsearchterm=green%20hydrogen,neutral,0.675714373588562,[]
57,"Hydrogen, fully electric, or both? Heavy-duty trucking has some big decisions to make",2023-04-17,https://www.cnbc.com/2023/04/17/hydrogen-and-evs-could-play-a-big-role-in-truckings-future.html?&qsearchterm=green%20hydrogen,neutral,0.8631063103675842,[]
58,"Inside the fierce debate over clean hydrogen, with $100 billion in federal subsidies on the ...",2023-03-03,https://www.cnbc.com/2023/03/03/clean-hydrogen-industry-future-depends-on-ira-tax-credit.html?&qsearchterm=green%20hydrogen,neutral,0.863350510597229,[]
59,"Norway’s Statkraft lined up to provide green hydrogen for 88-meter long, zero-emission ship",2021-06-24,https://www.cnbc.com/2021/06/24/statkraft-lined-up-to-provide-green-hydrogen-for-zero-emission-ship.html?&qsearchterm=green%20hydrogen,neutral,0.6476919054985046,['Statkraft']
60,Goldman predicts clean hydrogen will be a $1 trillion market. Here’s how to play it.,2023-01-27,https://www.cnbc.com/2023/01/27/goldman-predicts-clean-hydrogen-will-be-a-1-trillion-market-heres-how-to-play-it.html?&qsearchterm=green%20hydrogen,neutral,0.6302202343940735,['Goldman']
61,Green hydrogen needs innovation and tech advances before it can replace fossil fuels: Climate expert,2021-08-10,https://www.cnbc.com/video/2021/08/10/green-hydrogen-needs-innovation-tech-advances-to-replace-fossil-fuels.html?&qsearchterm=green%20hydrogen,neutral,0.6720663905143738,['Climate']
62,"Deal with TotalEnergies will help make green hydrogen cheaper than fossil fuels, TES CEO says",2023-06-01,https://www.cnbc.com/video/2023/06/01/deal-with-totalenergies-will-help-make-green-hydrogen-cheaper-than-fossil-fuels-tes-ceo-says.html?&qsearchterm=green%20hydrogen,positive,0.6145631670951843,"['TotalEnergies', 'TES']"
63,Orsted to link a huge offshore wind farm to ‘renewable’ hydrogen production,2021-04-01,https://www.cnbc.com/2021/04/01/orsted-to-link-huge-offshore-wind-farm-to-hydrogen-production-.html?&qsearchterm=green%20hydrogen,neutral,0.8544795513153076,['Orsted']
64,Morgan Stanley slashes through the hype and picks 2 ‘green hydrogen’ stocks,2021-03-05,https://www.cnbc.com/2021/03/05/green-hydrogen-morgan-stanley-picks-stocks-to-beat-a-frothy-market-.html?&qsearchterm=green%20hydrogen,neutral,0.8045792579650879,[]
65,"Goldman names 2 global stocks to play the ‘clean hydrogen revolution,’ giving one 50% upside",2023-02-20,https://www.cnbc.com/2023/02/20/goldman-picks-these-stocks-to-play-the-clean-hydrogen-theme.html?&qsearchterm=green%20hydrogen,positive,0.6632451415061951,['Goldman']
66,Want in on green hydrogen? This bank names six stocks to buy right now,2021-06-21,https://www.cnbc.com/2021/06/21/green-hydrogen-berenbergs-buy-rated-stock-picks-in-clean-energy.html?&qsearchterm=green%20hydrogen,neutral,0.5504441857337952,[]
67,Dubai launches region’s ‘first industrial scale’ green hydrogen plant,2021-05-20,https://www.cnbc.com/2021/05/20/dubai-launches-regions-first-industrial-scale-green-hydrogen-plant.html?&qsearchterm=green%20hydrogen,neutral,0.6326017379760742,[]
68,Siemens Energy and partners develop UAE’s first green hydrogen plant,2021-05-20,https://www.cnbc.com/video/2021/05/20/siemens-energy-and-partners-develop-uaes-first-green-hydrogen-plant.html?&qsearchterm=green%20hydrogen,neutral,0.5777589678764343,['Siemens Energy']
69,"Green hydrogen is gaining traction, but still has massive hurdles to overcome",2020-12-04,https://www.cnbc.com/2020/12/04/green-hydrogen-is-gaining-traction-but-it-must-overcome-big-hurdles.html?&qsearchterm=green%20hydrogen,neutral,0.6531957983970642,[]
70,"Green hydrogen is gaining traction, but still has massive hurdles to overcome",2020-12-04,https://www.cnbc.com/2020/12/04/green-hydrogen-is-gaining-traction-but-it-must-overcome-big-hurdles.html?&qsearchterm=green%20hydrogen,neutral,0.6531957983970642,[]
71,Siemens Energy and partners develop UAE’s first green hydrogen plant,2021-05-20,https://www.cnbc.com/video/2021/05/20/siemens-energy-and-partners-develop-uaes-first-green-hydrogen-plant.html?&qsearchterm=green%20hydrogen,neutral,0.5777589678764343,['Siemens Energy']
72,A ‘world first’ project to heat homes using renewable hydrogen gets the green light,2020-12-01,https://www.cnbc.com/2020/12/01/project-to-heat-homes-using-renewable-hydrogen-gets-the-green-light.html?&qsearchterm=green%20hydrogen,positive,0.5865266919136047,[]
73,"Hydrogen is at a ‘tipping point’ with $11 trillion market set to explode, says Bank ...",2020-09-27,https://www.cnbc.com/2020/09/27/hydrogen-is-at-a-tipping-point-with-11-trillion-market-set-to-explode-says-bank-of-america.html?&qsearchterm=green%20hydrogen,neutral,0.8023560643196106,['Bank']
74,"‘Indiscriminate use of hydrogen’ could slow the energy transition, report says",2022-11-18,https://www.cnbc.com/2022/11/18/indiscriminate-use-of-hydrogen-could-slow-energy-transition-report.html?&qsearchterm=green%20hydrogen,negative,0.5923577547073364,[]
75,Rolls-Royce uses hydrogen produced with wind and tidal power to test jet engine,2022-12-02,https://www.cnbc.com/2022/12/02/rolls-royce-uses-green-hydrogen-in-jet-engine-test.html?&qsearchterm=green%20hydrogen,neutral,0.8836361169815063,['Rolls - Royce']
76,Hydrogen-powered trains get the green light as Siemens Energy and Mobility sign joint agreement,2020-10-06,https://www.cnbc.com/2020/10/06/siemens-energy-and-mobility-sign-joint-agreement-on-hydrogen-trains.html?&qsearchterm=green%20hydrogen,neutral,0.6037442684173584,"['Siemens Energy', 'Mobility']"
77,Cement giants turn to green hydrogen and carbon capture in efforts to curb emissions,2021-02-15,https://www.cnbc.com/2021/02/15/cement-giants-turn-to-green-hydrogen-carbon-capture-to-curb-emissions.html?&qsearchterm=green%20hydrogen,neutral,0.8281808495521545,[]
78,"Buy this ‘one stop hydrogen shop’ with more than 80% upside potential, UBS says",2022-12-14,https://www.cnbc.com/2022/12/14/buy-this-one-stop-hydrogen-shop-with-more-than-80percent-upside-potential-ubs-says.html?&qsearchterm=green%20hydrogen,positive,0.7924521565437317,['UBS']
79,Green hydrogen project combining tidal power and battery tech aims for continuous production,2020-11-10,https://www.cnbc.com/2020/11/10/project-combining-batteries-tidal-power-aims-for-hydrogen-production.html?&qsearchterm=green%20hydrogen,positive,0.5699863433837891,[]
80,"Green hydrogen could help us cut our carbon footprint, if it overcomes some big hurdles",2020-12-04,https://www.cnbc.com/video/2020/12/04/what-is-green-hydrogen-and-can-it-help-solve-the-climate-crisis.html?&qsearchterm=green%20hydrogen,positive,0.6756064295768738,[]
81,Green hydrogen project combining tidal power and battery tech aims for continuous production,2020-11-10,https://www.cnbc.com/2020/11/10/project-combining-batteries-tidal-power-aims-for-hydrogen-production.html?&qsearchterm=green%20hydrogen,positive,0.5699863433837891,[]
82,"UK trial will inject hydrogen into a gas-fired, grid-connected power station",2022-10-26,https://www.cnbc.com/2022/10/26/uk-trial-will-inject-hydrogen-into-a-gas-fired-grid-connected-power-station.html?&qsearchterm=green%20hydrogen,neutral,0.9092698097229004,[]
83,Spain’s Repsol plans to invest millions in fuel production using green hydrogen,2020-06-15,https://www.cnbc.com/2020/06/15/repsol-to-invest-millions-in-fuel-production-using-green-hydrogen.html?&qsearchterm=green%20hydrogen,neutral,0.7154883742332458,['Repsol']
84,Why the hydrogen tax credit has become a lightning rod for controversy,2023-10-13,https://www.cnbc.com/2023/10/13/why-ira-hydrogen-tax-credit-is-lightning-rod-for-controversy.html?&qsearchterm=green%20hydrogen,negative,0.7373523116111755,[]
85,EU approves up to $5.2 billion in public funding for hydrogen projects,2022-09-21,https://www.cnbc.com/2022/09/21/eu-approves-up-to-5point2-billion-in-public-funding-for-hydrogen-projects.html?&qsearchterm=green%20hydrogen,neutral,0.5888612270355225,['EU']
86,UK-based startup Tevva launches hydrogen-electric truck with 310-mile range,2022-07-01,https://www.cnbc.com/2022/07/01/uk-based-startup-tevva-launches-hydrogen-electric-truck.html?&qsearchterm=green%20hydrogen,neutral,0.7338851094245911,['Tevva']
87,Shell to build Europe’s ‘largest’ renewable hydrogen plant to help power Dutch refinery,2022-07-07,https://www.cnbc.com/2022/07/07/shell-to-build-europes-largest-renewable-hydrogen-plant.html?&qsearchterm=green%20hydrogen,neutral,0.6779469847679138,['Shell']
88,"Renault reveals electric-hydrogen hybrid concept car, says it will have range of up to 497 ...",2022-05-20,https://www.cnbc.com/2022/05/20/renault-says-electric-hydrogen-concept-will-have-497-mile-range.html?&qsearchterm=green%20hydrogen,positive,0.533864438533783,['Renault']
89,‘The most dumb thing’: Elon Musk dismisses hydrogen as tool for energy storage,2022-05-12,https://www.cnbc.com/2022/05/12/tesla-ceo-elon-musk-dismisses-hydrogen-as-tool-for-energy-storage.html?&qsearchterm=green%20hydrogen,negative,0.8774728775024414,[]
90,‘The most dumb thing’: Elon Musk dismisses hydrogen as tool for energy storage,2022-05-12,https://www.cnbc.com/2022/05/12/tesla-ceo-elon-musk-dismisses-hydrogen-as-tool-for-energy-storage.html?&qsearchterm=green%20hydrogen,negative,0.8774728775024414,[]
91,"After Toyota’s Mirai, the Japanese auto giant zeroes in on hydrogen buses and heavy-duty trucks",2022-05-18,https://www.cnbc.com/2022/05/18/toyota-ramps-up-efforts-to-look-at-potential-of-hydrogen-vehicles.html?&qsearchterm=green%20hydrogen,neutral,0.9048186540603638,"['Toyota', 'Mira']"
92,Atome Energy CEO discusses its green hydrogen plans in Paraguay,2022-12-05,https://www.cnbc.com/video/2022/12/05/atome-energy-ceo-discusses-its-green-hydrogen-plans-in-paraguay-.html?&qsearchterm=green%20hydrogen,neutral,0.764037549495697,['Atome Energy']
93,Wall Street banks name their top global stocks to play soaring energy prices and the ...,2022-06-08,https://www.cnbc.com/2022/06/08/energy-stocks-wall-streets-top-picks-to-play-energy-prices-hydrogen.html?&qsearchterm=green%20hydrogen,neutral,0.8802542090415955,[]
94,"Hydrogen generation could become a $1 trillion per year market, Goldman Sachs says",2022-02-23,https://www.cnbc.com/2022/02/23/hydrogen-generation-could-become-1-trillion-market-goldman-sachs.html?&qsearchterm=green%20hydrogen,neutral,0.6071200966835022,['Goldman Sachs']
95,New Airbus facility to research cryogenic fuel systems for next-gen hydrogen planes,2022-05-27,https://www.cnbc.com/2022/05/27/airbus-sets-up-uk-facility-to-focus-on-hydrogen-tech-for-aircraft.html?&qsearchterm=green%20hydrogen,neutral,0.8204512000083923,['Airbus']
96,JPMorgan says hydrogen use is set to boom and picks its top stocks to cash ...,2022-01-21,https://www.cnbc.com/2022/01/21/jpmorgan-says-hydrogen-use-is-set-to-boom-and-picks-its-top-stocks-to-cash-in.html?&qsearchterm=green%20hydrogen,positive,0.6777409911155701,['JPMorgan']
97,SocGen says $500 billion is about to pour into hydrogen — and picks the stocks ...,2021-11-09,https://www.cnbc.com/2021/11/09/these-are-societe-generales-favorite-hydrogen-stock-picks-.html?&qsearchterm=green%20hydrogen,neutral,0.9043096899986267,['SocGen']
98,Elon Musk has strong views on hydrogen. Not everyone agrees,2021-12-06,https://www.cnbc.com/2021/12/06/elon-musk-has-strong-views-on-hydrogen-and-not-everyone-agrees.html?&qsearchterm=green%20hydrogen,neutral,0.7585621476173401,[]
99,"‘No way around hydrogen’ says RWE CEO, as firm lays out plans to invest billions ...",2021-11-16,https://www.cnbc.com/2021/11/16/rwe-lays-out-plans-to-invest-billions-in-renewables.html?&qsearchterm=green%20hydrogen,neutral,0.8264123201370239,['RWE']
100,"‘No way around hydrogen’ says RWE CEO, as firm lays out plans to invest billions ...",2021-11-16,https://www.cnbc.com/2021/11/16/rwe-lays-out-plans-to-invest-billions-in-renewables.html?&qsearchterm=green%20hydrogen,neutral,0.8264123201370239,['RWE']
101,Russia’s invasion has made energy security a hot topic. The U.S. thinks hydrogen could be ...,2022-03-29,https://www.cnbc.com/2022/03/29/game-changing-hydrogen-could-play-a-big-role-in-the-energy-transition-.html?&qsearchterm=green%20hydrogen,neutral,0.5540156364440918,[]
102,"Hydrogen market to grow 200-fold in next decade, predicts Goldman Sachs",2022-02-21,https://www.cnbc.com/video/2022/02/21/hydrogen-market-to-grow-200-fold-in-next-decade-predicts-goldman-sachs.html?&qsearchterm=green%20hydrogen,positive,0.5993344187736511,['Goldman Sachs']
103,Morgan Stanley explains the $5 trillion hydrogen market and picks its top stocks,2021-09-23,https://www.cnbc.com/2021/09/24/morgan-stanley-picks-its-top-stocks-in-the-5-trillion-hydrogen-market.html?&qsearchterm=green%20hydrogen,neutral,0.8682887554168701,['Morgan Stanley']
104,"Low-carbon hydrogen is not cheap and needs support, says major energy organization",2021-07-28,https://www.cnbc.com/2021/07/28/low-carbon-hydrogen-not-cheap-needs-support-says-energy-organization.html?&qsearchterm=green%20hydrogen,negative,0.5980880260467529,[]
105,Australian project to examine potential of using wastewater in hydrogen production,2021-08-25,https://www.cnbc.com/2021/08/25/project-to-examine-potential-of-wastewater-in-hydrogen-production.html?&qsearchterm=green%20hydrogen,neutral,0.8876529335975647,[]
